Fecha,Casos,Casos_Acum,Muertes,Muertes_Acum,Recuperados,Recuperados_Acum
2020-12-12,37,35875,1,1185,14,33522
2020-12-13,48,35923,1,1186,9,33531
2020-12-14,11,35934,1,1187,13,33544
2020-12-15,64,35998,0,1187,33,33577
2020-12-16,133,36131,2,1189,63,33640
2020-12-17,132,36263,0,1189,0,33640
2020-12-18,102,36365,0,1189,31,33671
2020-12-19,117,36482,1,1190,45,33716
2020-12-20,123,36605,0,1190,23,33739
2020-12-21,46,36651,4,1194,79,33818
2020-12-22,123,36774,1,1195,38,33856
2020-12-23,325,37099,3,1198,38,33894
2020-12-24,334,37433,3,1201,45,33939
2020-12-25,171,37604,1,1202,71,34010
2020-12-26,197,37801,2,1204,45,34055
2020-12-27,213,38014,1,1205,39,34094
2020-12-28,100,38114,4,1209,44,34138
2020-12-29,279,38393,14,1223,35,34173
2020-12-30,339,38732,3,1226,29,34202
2020-12-31,353,39085,1,1227,32,34234
2021-01-01,396,39481,2,1229,22,34256
2021-01-02,386,39867,1,1230,38,34294
2021-01-03,111,39978,5,1235,52,34346
2021-01-04,110,40088,3,1238,30,34376
2021-01-05,292,40380,7,1245,28,34404
2021-01-06,287,40667,28,1273,16,34420
2021-01-07,630,41297,8,1281,26,34446
2021-01-08,668,41965,7,1288,77,34523
2021-01-09,434,42399,11,1299,106,34629
2021-01-10,443,42842,17,1316,68,34697
2021-01-11,271,43113,12,1328,50,34747
2021-01-12,244,43357,14,1342,50,34797
2021-01-13,558,43915,11,1353,65,34862
2021-01-14,529,44444,11,1364,28,34890
2021-01-15,598,45042,14,1378,61,34951
2021-01-16,542,45584,7,1385,32,34983
2021-01-17,535,46119,8,1393,25,35008
2021-01-18,268,46387,8,1401,24,35032
2021-01-19,322,46709,10,1411,31,35063
2021-01-20,513,47222,8,1419,94,35157
2021-01-21,626,47848,11,1430,147,35304
2021-01-22,284,48132,9,1439,38,35342
2021-01-23,597,48729,19,1458,63,35405
2021-01-24,340,49069,21,1479,40,35445
2021-01-25,224,49293,20,1499,107,35552
2021-01-26,555,49848,18,1517,21,35573
2021-01-27,602,50450,23,1540,44,35617
2021-01-28,599,51049,16,1556,62,35679
2021-01-29,697,51746,11,1567,26,35705
2021-01-30,611,52357,10,1577,77,35782
2021-01-31,582,52939,15,1592,56,35838
2021-02-01,430,53369,14,1606,66,35904
2021-02-02,619,53988,14,1620,61,35965
2021-02-03,561,54549,13,1633,116,36081
2021-02-04,330,54879,9,1642,26,36107
2021-02-05,365,55244,9,1651,154,36261
2021-02-06,322,55566,12,1663,67,36328
2021-02-07,350,55916,7,1670,82,36410
2021-02-08,286,56202,11,1681,68,36478
2021-02-09,291,56493,11,1692,52,36530
2021-02-10,410,56903,12,1704,92,36622
2021-02-11,306,57209,7,1711,115,36737
2021-02-12,316,57525,6,1717,98,36835
2021-02-13,209,57734,7,1724,260,37095
2021-02-14,222,57956,6,1730,69,37164
2021-02-15,107,58063,6,1736,64,37228
2021-02-16,251,58314,13,1749,60,37288
2021-02-17,142,58456,7,1756,48,37336
2021-02-18,134,58590,12,1768,30,37366
2021-02-19,252,58842,6,1774,89,37455
2021-02-20,290,59132,9,1783,124,37579
2021-02-21,145,59277,10,1793,99,37678
2021-02-22,163,59440,8,1801,79,37757
2021-02-23,197,59637,12,1813,74,37831
2021-02-24,209,59846,11,1824,72,37903
2021-02-25,237,60083,11,1835,122,38025
2021-02-26,237,60320,9,1844,56,38081
2021-02-27,171,60491,2,1846,86,38167
2021-02-28,93,60584,5,1851,149,38316
2021-03-01,75,60659,3,1854,52,38368
2021-03-02,84,60743,4,1858,36,38404
2021-03-03,119,60862,1,1859,72,38476
2021-03-04,141,61003,2,1861,41,38517
2021-03-05,255,61258,7,1868,112,38629
2021-03-06,132,61390,3,1871,298,38927
2021-03-07,141,61531,4,1875,297,39224
2021-03-08,84,61615,5,1880,261,39485
2021-03-09,136,61751,2,1882,260,39745
2021-03-10,120,61871,2,1884,292,40037
2021-03-11,127,61998,1,1885,217,40254
2021-03-12,135,62133,3,1888,292,40546
2021-03-13,140,62273,1,1889,279,40825
2021-03-14,76,62349,3,1892,263,41088
2021-03-15,54,62403,3,1895,234,41322
2021-03-16,108,62511,2,1897,227,41549
2021-03-17,135,62646,2,1899,278,41827
2021-03-18,123,62769,2,1901,314,42141
2021-03-19,56,62825,1,1902,260,42401
2021-03-20,74,62899,1,1903,236,42637
2021-03-21,47,62976,2,1905,280,42917
2021-03-22,43,63019,3,1908,255,43172
2021-03-23,90,63109,5,1913,254,43426
2021-03-24,93,63202,3,1916,334,43760
2021-03-25,78,63280,4,1920,367,44127
2021-03-26,53,63333,2,1922,306,44433
2021-03-27,40,63373,2,1924,329,44762
2021-03-28,76,63449,1,1925,350,45112
2021-03-29,68,63517,2,1927,323,45435
2021-03-30,101,63618,4,1931,347,45782
2021-03-31,85,63703,0,1931,373,46155
2021-04-01,139,63842,0,1931,309,46464
2021-04-02,133,63975,1,1932,333,46797
2021-04-03,70,64045,0,1932,363,47160
2021-04-04,36,64081,0,1932,331,47491
2021-04-05,88,64169,4,1936,273,47764
2021-04-06,54,64223,2,1938,319,48083
2021-04-07,110,64333,1,1939,324,48407
2021-04-08,216,64549,1,1940,342,48749
2021-04-09,158,64707,1,1941,337,49086
2021-04-10,330,65037,2,1943,331,49417
2021-04-11,189,65226,2,1945,349,49766
